Date/time, year, month, day, hour, minute, seconds, decimal year, Temp, units

7/20/19 10:48:00 AM, 2019, 7, 20, 10, 48, 0, 2019.5491780821917, 19.5, C
7/20/19 3:03:00 PM, 2019, 7, 20, 15, 3, 0, 2019.549663242009, 21.0, C
7/20/19 7:18:00 PM, 2019, 7, 20, 19, 18, 0, 2019.5501484018264, 21.0, C
7/20/19 11:33:00 PM, 2019, 7, 20, 23, 33, 0, 2019.5506335616437, 21.0, C
7/21/19 3:48:00 AM, 2019, 7, 21, 3, 48, 0, 2019.551118721461, 20.5, C
7/21/19 8:03:00 AM, 2019, 7, 21, 8, 3, 0, 2019.5516038812787, 20.5, C
7/21/19 12:18:00 PM, 2019, 7, 21, 12, 18, 0, 2019.552089041096, 23.5, C
7/21/19 4:33:00 PM, 2019, 7, 21, 16, 33, 0, 2019.5525742009133, 31.0, C
7/21/19 8:48:00 PM, 2019, 7, 21, 20, 48, 0, 2019.5530593607307, 18.0, C
7/22/19 1:03:00 AM, 2019, 7, 22, 1, 3, 0, 2019.553544520548, 12.5, C
7/22/19 5:18:00 AM, 2019, 7, 22, 5, 18, 0, 2019.5540296803654, 10.5, C
7/22/19 9:33:00 AM, 2019, 7, 22, 9, 33, 0, 2019.5545148401827, 20.0, C
7/22/19 1:48:00 PM, 2019, 7, 22, 13, 48, 0, 2019.555, 30.0, C
7/22/19 6:03:00 PM, 2019, 7, 22, 18, 3, 0, 2019.5554851598174, 24.5, C
7/22/19 10:18:00 PM, 2019, 7, 22, 22, 18, 0, 2019.5559703196348, 11.0, C
7/23/19 2:33:00 AM, 2019, 7, 23, 2, 33, 0, 2019.556455479452, 8.5, C
7/23/19 6:48:00 AM, 2019, 7, 23, 6, 48, 0, 2019.5569406392694, 7.5, C
7/23/19 11:03:00 AM, 2019, 7, 23, 11, 3, 0, 2019.5574257990868, 23.5, C
7/23/19 3:18:00 PM, 2019, 7, 23, 15, 18, 0, 2019.5579109589041, 25.0, C
7/23/19 7:33:00 PM, 2019, 7, 23, 19, 33, 0, 2019.5583961187215, 16.0, C
7/23/19 11:48:00 PM, 2019, 7, 23, 23, 48, 0, 2019.5588812785388, 12.0, C
7/24/19 4:03:00 AM, 2019, 7, 24, 4, 3, 0, 2019.5593664383562, 8.0, C
7/24/19 8:18:00 AM, 2019, 7, 24, 8, 18, 0, 2019.5598515981735, 7.5, C
7/24/19 12:33:00 PM, 2019, 7, 24, 12, 33, 0, 2019.5603367579909, 10.5, C
7/24/19 4:48:00 PM, 2019, 7, 24, 16, 48, 0, 2019.5608219178082, 9.0, C
7/24/19 9:03:00 PM, 2019, 7, 24, 21, 3, 0, 2019.5613070776255, 8.0, C
7/25/19 1:18:00 AM, 2019, 7, 25, 1, 18, 0, 2019.561792237443, 4.5, C
7/25/19 5:33:00 AM, 2019, 7, 25, 5, 33, 0, 2019.5622773972602, 4.0, C
7/25/19 9:48:00 AM, 2019, 7, 25, 9, 48, 0, 2019.5627625570776, 5.0, C
7/25/19 2:03:00 PM, 2019, 7, 25, 14, 3, 0, 2019.563247716895, 6.5, C
7/25/19 6:18:00 PM, 2019, 7, 25, 18, 18, 0, 2019.5637328767123, 20.5, C
7/25/19 10:33:00 PM, 2019, 7, 25, 22, 33, 0, 2019.5642180365296, 12.5, C
7/26/19 2:48:00 AM, 2019, 7, 26, 2, 48, 0, 2019.564703196347, 8.5, C
7/26/19 7:03:00 AM, 2019, 7, 26, 7, 3, 0, 2019.5651883561643, 6.5, C
7/26/19 11:18:00 AM, 2019, 7, 26, 11, 18, 0, 2019.5656735159816, 6.5, C
7/26/19 3:33:00 PM, 2019, 7, 26, 15, 33, 0, 2019.566158675799, 15.0, C
7/26/19 7:48:00 PM, 2019, 7, 26, 19, 48, 0, 2019.5666438356163, 19.5, C
7/27/19 12:03:00 AM, 2019, 7, 27, 0, 3, 0, 2019.5671289954337, 11.5, C
7/27/19 4:18:00 AM, 2019, 7, 27, 4, 18, 0, 2019.5676141552512, 9.5, C
7/27/19 8:33:00 AM, 2019, 7, 27, 8, 33, 0, 2019.5680993150686, 8.0, C
7/27/19 12:48:00 PM, 2019, 7, 27, 12, 48, 0, 2019.568584474886, 10.0, C
7/27/19 5:03:00 PM, 2019, 7, 27, 17, 3, 0, 2019.5690696347033, 10.0, C
